-1 |BT| (SBV (ATT (ATT (ATT (ATT (ATT (ATT (ATT ns))) (ATT (ATT nz))) (ATT b))) (ATT (ATT (WP wp)))) (ATT (ATT nh) (ATT (ATT (WP wp) (ATT ns)) (ATT v))) (WP wp)) |BT| (SBV(ATT(ATT nh) ) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 15:1 |EV|
-1 |BT| (SBV (ATT (ATT (ATT ni)) (ATT b)) (COO (WP wp) (ATT (ATT (ATT n)) (ATT b))) (COO (LAD c) (ATT (ATT n) (ATT v))) (COO (WP wp)) (COO (WP wp)) (COO (WP wp)) (RAD u)) |BT| (SBV(ATT(ATT(ATT ni) ) ) (COO nh) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 14:1 15:1 |EV|
-1 |BT| (HED (SBV (ATT (ATT (ATT (ATT (ATT (ATT ns)))) (ATT v))) (WP wp) (COO (ATT (ATT (ATT (ATT ns)) (ATT (ATT v)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT n))) (WP wp)))) (SBV (ATT (ATT (ATT ns) (ATT (ATT n)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT n))) (WP wp)) (COO (ATT (ATT (ATT (ATT ns)) (ATT v))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT j))) (WP wp)))) (SBV (ATT (ATT ns) (ATT nz) (ATT v)) (ATT (COO v) (COO v)) (ATT (ATT (ATT n)) (COO (WP wp) (ATT (ATT ns) (ATT n))))) (ADV d) (RAD u) (VOB v) (WP wp)) |BT| (HED(SBV(ATT(ATT(ATT(ATT(ATT(ATT ns) ) ) ) ) ) ) (SBV(COO nh) ) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 14:1 15:1 |EV|
1 |BT| (SBV (ATT (ATT (ATT ns) (ATT n)) (ATT b))) |BT| (ATT (ATT n)) |ET| |BV|4:1 6:1 8:1 |EV|
1 |BT| (VOB (ATT (ADV d) (ADV (POB ns)) (RAD u)) (ATT (ATT n)) (ATT b) (COO (WP wp) (SBV (ATT ns)) (VOB (ATT (ATT (ATT (COO (LAD c))))) (COO (ATT c) (ATT (RAD u)) (ATT j))))) |BT| (VOB(COO(VOB nh) ) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 14:1 |EV|
1 |BT| (VOB (SBV (ATT nh)) (COO (ADV (POB (ATT (CMP (POB (ATT (ATT n) (ATT n)))) (RAD u)) (ATT (ATT b)))) (VOB (ATT (COO (LAD c)) (RAD u)) (ATT (RAD u)) (COO (LAD c) (ATT (RAD u)))))) |BT| (VOB(SBV(ATT nh) ) ) |ET| |BV|4:1 6:1 9:1 14:1 |EV|
-1 |BT| (HED (ADV (POB (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)))) (VOB (SBV ni)) (WP wp) (COO (SBV (ATT (ADV (POB (ATT n) (COO (WP wp)) (COO (WP wp)) (COO (WP wp)) (COO (WP wp) (ATT n)) (COO (LAD c)))) (RAD u)) (ATT (VOB j)) (ATT (ATT n)) (ATT m)) (ADV nt) (VOB ns)) (WP wp)) |BT| (HED(ADV p) ) |ET| |BV|6:1 9:1 10:1 11:1 13:1 14:1 |EV|
-1 |BT| (HED (SBV ni) (ADV ns) (ADV (ATT nt)) (VOB (ATT nh)) (WP wp) (COO (SBV (ATT (ATT ns))) (WP wp) (VOB (SBV (ATT j)) (ADV d) (ADV (POB (ATT (RAD u)))) (VOB v))) (WP wp)) |BT| (HED(SBV ni) (ADV ns) (VOB(ATT nh) ) ) |ET| |BV|8:1 |EV|
-1 |BT| (HED (SBV (ATT (ATT (ATT (ATT (ATT (ATT ns)))) (ATT v))) (WP wp) (COO (ATT (ATT (ATT (ATT ns)) (ATT (ATT v)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT n))) (WP wp)))) (SBV (ATT (ATT (ATT ns) (ATT (ATT n)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT n))) (WP wp)) (COO (ATT (ATT (ATT (ATT ns)) (ATT v))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT j))) (WP wp)))) (SBV (ATT (ATT ns) (ATT nz) (ATT v)) (ATT (COO v) (COO v)) (ATT (ATT (ATT n)) (COO (WP wp) (ATT (ATT ns) (ATT n))))) (ADV d) (RAD u) (VOB v) (WP wp)) |BT| (HED(SBV(ATT(ATT(ATT(ATT(ATT(ATT ns) ) ) ) ) ) ) (SBV(ATT nh) ) ) |ET| |BV|3:1 4:1 5:1 6:1 8:1 9:1 10:1 11:1 14:1 15:1 |EV|
1 |BT| (SBV (ATT (ATT (ATT ns) (ATT (VOB ni))))) |BT| (ATT (ATT (VOB (VOB ni)))) |ET| |BV|4:1 6:1 8:1 |EV|
1 |BT| (POB (ATT (ATT (ADV (POB (ATT nh))) (VOB n) (RAD u)))) |BT| (POB(ATT(ATT(ADV(POB(ATT nh) ) ) ) ) ) |ET| |BV|9:1 |EV|
-1 |BT| (VOB (SBV (ATT (ATT n))) (ADV nt) (ADV (POB ns)) (RAD u) (VOB (ATT (ATT (ATT (ATT ns)) (ATT v)))) (WP wp) (COO (COO (LAD c) (ATT (ADV (POB r)) (RAD u)) (ATT (ATT (ATT r)))))) |BT| (VOB(SBV nh) ) |ET| |BV|6:1 9:1 |EV|
-1 |BT| (VOB (SBV (ATT v) (ATT n)) (ADV (POB (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)))) (ADV (ATT (SBV (ATT (ATT ns))) (ADV nt) (ADV (POB r)) (VOB (ATT (ATT ns))))) (WP wp) (VOB (SBV ns) (ADV d) (ADV p) (SBV n) (SBV v) (VOB (ATT (ADV nt) (LAD u) (RAD u)) (ATT r)))) |BT| (VOB(ADV(ATT(SBV nh) ) ) ) |ET| |BV|4:1 6:1 8:1 10:1 12:1 13:1 15:1 |EV|
1 |BT| (COO (ATT (ATT (ATT (ATT n))) (ATT b))) |BT| (ATT (ATT j)) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (ATT (ATT (ATT (ATT (ATT (ATT ns)) (ATT a)) (ATT (ATT (WP wp) (SBV n))) (RAD u)) (ATT a) (COO (WP wp) (ATT (ATT n)) (ATT v)))) |BT| (COO (ATT (ATT ni))) |ET| |BV|3:1 5:1 6:1 8:1 9:1 |EV|
-1 |BT| (COO (SBV (ATT (POB (ATT ns) (ATT (ATT m)) (ATT nz) (ATT n)) (RAD u)) (WP wp)) (SBV (COO (WP wp)) (COO (WP wp))) (ADV d) (WP wp) (COO (ADV (POB n)) (VOB n)) (WP wp) (COO (ADV d) (ADV (POB (ATT a))) (WP wp) (COO (ADV d) (COO (SBV (ATT (WP wp)) (ATT v)) (VOB (ATT (ATT (RAD m))))))) (WP wp) (COO (SBV (ATT (ATT (ATT (VOB (VOB (ATT n) (ATT r) (ATT (ATT b)))) (RAD u)) (ATT (ATT m)))) (ATT nh) (ATT b) (WP wp)) (VOB (ATT nl)) (WP wp) (COO (ADV (POB (ATT (VOB n))) (WP wp)) (ADV (POB (ATT (ATT m) (RAD u)))) (ADV d) (COO (WP wp) (VOB a) (COO (VOB a))) (WP wp) (COO (ADV p) (ADV d) (ADV d) (VOB (ATT (ATT m) (RAD u)) (ATT v)) (WP wp) (COO (SBV n) (RAD u) (CMP (ATT (ATT d))) (WP wp) (COO (RAD u) (VOB (ATT m))) (WP wp) (COO (SBV (ATT v) (WP wp)) (RAD u) (VOB (ATT (ATT (ATT n)) (RAD u)) (WP wp) (WP wp)) (WP wp) (COO (COO (ADV d)) (WP wp) (COO (SBV (ATT v)) (ADV d) (RAD u) (VOB n) (WP wp) (COO (ADV (POB (VOB (WP wp) (WP wp)))) (RAD u) (VOB (VOB (WP wp) (WP wp)))))))))))) |BT| (COO(COO(SBV(ATT nh) ) ) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 |EV|
1 |BT| (SBV (ATT (SBV (ATT (ATT a))) (RAD u))) |BT| (SBV (SBV n)) |ET| |BV|8:1 9:1 |EV|
1 |BT| (COO (ATT (ATT (ATT ns) (ATT nz) (ATT n))) (WP wp)) |BT| (ATT (ATT n)) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (ATT (ATT (WP wp) (ATT n) (WP wp)) (ATT ni) (COO (WP wp))) |BT| (ATT(ATT nh) ) |ET| |BV|6:1 10:1 13:1 |EV|
1 |BT| (ATT (ATT (ATT (ADV (POB (ATT nh))) (VOB n) (RAD u)) (COO (LAD c)) (RAD u))) |BT| (ATT(ATT(ATT(ADV(POB(ATT nh) ) ) ) ) ) |ET| |BV|9:1 |EV|
-1 |BT| (COO (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)) (VOB (SBV (ATT (ATT n))) (ADV nt) (ADV (POB ns)) (RAD u) (VOB (ATT (ADV (POB (ATT (ATT n)))) (RAD u)) (ATT (ATT ns) (ATT n))))) |BT| (COO(VOB(SBV nh) ) ) |ET| |BV|4:1 6:1 8:1 10:1 12:1 13:1 15:1 |EV|
1 |BT| (POB (ATT (ATT (ADV (POB (ATT nh))) (VOB n) (RAD u)))) |BT| (POB(ATT(ATT(ADV(POB(ATT nh) ) ) ) ) ) |ET| |BV|9:1 |EV|
1 |BT| (VOB (ATT (ATT ni) (ATT b) (COO (LAD v))) (COO (ADV (ATT nt)) (ADV (POB (ATT ns))) (ATT p) (ATT (ATT ns)))) |BT| (ATT (ATT ni)) |ET| |BV|4:1 6:1 8:1 9:1 |EV|
-1 |BT| (HED (ADV (POB (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (COO (WP wp)) (WP wp)))) (SBV ns) (VOB (SBV (ATT (ATT (ATT ns)))) (ADV nt) (VOB (ATT (ATT (ATT ns) (ATT n) (COO (WP wp) (WP wp)))))) (WP wp) (COO (VOB (SBV ns) (DBL r) (VOB (ATT (ADV (POB ni)) (RAD u)) (ATT (POB nt)) (ATT (ADV (POB (ATT ns))) (VOB (ATT n) (COO (LAD c))) (RAD u))))) (WP wp)) |BT| (HED(ADV p) ) |ET| |BV|4:1 6:1 9:1 10:1 11:1 12:1 13:1 14:1 15:1 |EV|
1 |BT| (SBV (ATT (ATT (ATT ni)) (ATT b))) |BT| (ATT (ATT n)) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (POB (ATT (ATT (ATT (ATT b))) (ATT b)) (COO (ATT (WP wp) (ATT (ATT (ATT b)))))) |BT| (ATT (ATT (ATT n))) |ET| |BV|6:1 10:1 11:1 |EV|
-1 |BT| (HED (SBV r) (ADV ns) (ADV (ATT nt)) (COO (SBV (ATT n)) (WP wp)) (VOB (ADV v) (SBV (ATT ns)) (WP wp) (COO (SBV (ATT (ATT (ATT (COO j)))) (ATT (ATT m))) (ADV (POB (ATT nt) (ATT nt)) (POB (POB nt))) (ADV (POB ns)) (WP wp) (COO (SBV (ATT (ATT (ATT m)) (RAD u))) (VOB (ATT (ATT r)))) (WP wp) (COO (SBV (ATT (ATT ns) (ATT n))) (ADV d) (RAD u) (VOB (ATT (ATT r)))))) (WP wp)) |BT| (HED(SBV r) (ADV ns) (COO(SBV nh) ) ) |ET| |BV|6:1 9:1 10:1 |EV|
-1 |BT| (SBV (ATT (ATT ns) (ATT (VOB ni)))) |BT| (ATT (VOB (VOB ni))) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (ATT (SBV nh) (ADV (POB (ATT ns) (ATT i))) (RAD u)) |BT| (ATT(SBV nh) ) |ET| |BV||EV|
1 |BT| (HED (ADV (WP wp)) (SBV (ATT (ATT n) (ATT (ATT n))) (ATT (ATT (ATT b)) (COO (WP wp) (ATT n))) (ATT v) (WP wp)) (SBV (ATT (ATT (ATT (ATT ns)))) (ATT nt) (WP wp)) (ADV d) (ADV (POB (ATT (ATT (ATT n) (ATT n) (RAD u))))) (RAD u) (VOB n) (WP wp) (COO (ADV (ATT (ADV (POB (ATT nt))) (VOB (ATT (WP wp) (ATT (ATT n) (ATT (ATT n))) (ATT (ATT b)) (WP wp) (COO (WP wp) (WP wp) (ATT n) (WP wp))))) (WP wp)) (SBV (ATT (ATT (ATT n)) (RAD u))) (ADV d) (ADV d)) (WP wp)) |BT| (HED(ADV n) (COO(SBV nh) ) ) |ET| |BV|8:1 9:1 10:1 11:1 |EV|
-1 |BT| (HED (WP wp) (SBV nh) (WP wp) (COO (ADV (WP wp)) (SBV ns) (VOB n) (COO (VOB (DBL n) (VOB (ADV a) (VOB (ADV a) (VOB n) (WP wp) (COO (SBV (ATT (ATT ns))) (ADV nt) (ADV (POB (ATT (ATT m)))) (VOB (ATT (ATT m)) (ATT (WP wp) (ATT (ATT n)) (WP wp))) (WP wp)) (COO (SBV r) (VOB (SBV (ATT n) (COO (WP wp) (WP wp)) (COO (LAD p) (ATT (ATT ns)))) (ADV p) (VOB v)))))))) (WP wp)) |BT| (HED(WP wp) (SBV nh) ) |ET| |BV|4:1 6:1 9:1 10:1 11:1 12:1 13:1 14:1 15:1 |EV|
1 |BT| (SBV (ATT (ATT (ATT ns) (ATT (ATT n)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT n))) (WP wp)) (COO (ATT (ATT (ATT (ATT ns)) (ATT v))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT j))) (WP wp)))) |BT| (ATT (ATT n)) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (HED (SBV (ATT (ATT (ATT (ATT (ATT (ATT ns)))) (ATT v))) (WP wp) (COO (ATT (ATT (ATT (ATT ns)) (ATT (ATT v)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT n))) (WP wp)))) (SBV (ATT (ATT (ATT ns) (ATT (ATT n)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT n))) (WP wp)) (COO (ATT (ATT (ATT (ATT ns)) (ATT v))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT nz) (ATT j))) (WP wp)))) (SBV (ATT (ATT ns) (ATT nz) (ATT v)) (ATT (COO v) (COO v)) (ATT (ATT (ATT n)) (COO (WP wp) (ATT (ATT ns) (ATT n))))) (ADV d) (RAD u) (VOB v) (WP wp)) |BT| (HED(SBV(ATT(ATT(ATT(ATT(ATT(ATT ns) ) ) ) ) ) ) (SBV nh) ) |ET| |BV|3:1 4:1 5:1 6:1 9:1 10:1 11:1 14:1 15:1 |EV|
1 |BT| (HED (SBV (ADV d) (CMP v) (VOB (ATT r) (ATT (WP wp) (ATT (ATT a)) (WP wp))) (RAD u)) (VOB (ATT ns)) (WP wp) (COO (ADV c) (SBV r) (ADV r) (ADV (POB m)) (VOB (ATT n)) (WP wp) (COO (ADV c) (SBV (ATT n)) (ADV d) (VOB (SBV n) (ADV (POB nt)) (RAD u) (CMP (ADV r)) (WP wp) (COO (RAD u) (VOB (ATT m)))) (WP wp) (COO (SBV r) (VOB (ATT m) (WP wp) (ATT a) (WP wp))))) (WP wp)) |BT| (HED(SBV(ADV d) ) (COO(COO(SBV nh) ) ) ) |ET| |BV|8:1 9:1 10:1 14:1 |EV|
1 |BT| (VOB (SBV (ATT (ATT ni))) (ADV nt) (ADV p) (SBV (ATT (ATT ns))) (ADV (ATT nt)) (ADV (POB (ATT (ATT (COO j)) (ATT n)))) (VOB (COO (LAD c) (ATT j) (ATT ns) (ATT b))) (COO (ADV (POB r)) (VOB (SBV n) (ADV n) (VOB v)))) |BT| (VOB(SBV nh) ) |ET| |BV|6:1 |EV|
-1 |BT| (HED (ADV (POB (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)))) (SBV (ATT (ATT ni))) (ADV nt) (RAD u) (VOB (WP wp) (ATT (ATT ns)) (WP wp)) (WP wp) (COO (SBV (ATT ni)) (WP wp) (VOB (SBV r) (VOB (SBV (ATT (POB (ATT n)) (POB (RAD u))) (ADV a) (COO (ADV (LAD c) (ATT (POB (ATT b) (ATT n)) (RAD u))) (WP wp))) (ADV (POB (ATT (SBV (ATT n)) (RAD u)))) (VOB (ATT a))))) (WP wp)) |BT| (HED(ADV p) ) |ET| |BV|4:1 6:1 9:1 10:1 13:1 14:1 15:1 |EV|
-1 |BT| (COO (SBV (ATT n)) (WP wp) (VOB (SBV (ATT ns)) (ADV nt) (VOB (ATT (SBV ns) (VOB j))) (WP wp) (COO (ADV a) (VOB (SBV j) (ADV d) (VOB (ADV r) (VOB (ATT (POB (ATT (ADV (POB j)) (RAD u)) (ATT v))) (ATT (VOB (ATT n) (ATT v)) (RAD u)))) (WP wp) (COO (ADV c) (DBL r) (VOB (SBV (ATT (ADV (POB (ATT j))) (RAD u)) (ATT (ATT m))) (VOB v)) (WP wp) (COO (SBV (ATT r)) (VOB (ADV (POB (ATT (ADV (ATT ns)) (RAD u)) (ATT v))) (VOB (ATT n))))))))) |BT| (COO(SBV nh) ) |ET| |BV|4:1 6:1 9:1 10:1 14:1 |EV|
-1 |BT| (COO (ATT (ATT (ATT (ATT ns)) (ATT (ATT v)))) (WP wp) (COO (ATT (ATT (ATT ns) (ATT n))) (WP wp))) |BT| (COO(COO nh) ) |ET| |BV|4:1 6:1 8:1 10:1 11:1 14:1 15:1 |EV|
1 |BT| (HED (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)) (VOB (SBV (ATT n)) (ADV (ATT (ADV nt) (ADV (POB (ATT j) (ATT a) (COO (LAD c) (ATT n)))))) (WP wp) (VOB (SBV (ATT n)) (ADV v) (VOB (ATT (ATT n) (RAD u)) (ATT z)) (WP wp) (COO (ADV (POB (ATT (FOB n)))) (ADV a) (VOB (ATT n))))) (WP wp)) |BT| (HED(SBV ni) (ADV ns) (CMP nh) ) |ET| |BV|4:1 6:1 8:1 10:1 12:1 |EV|
-1 |BT| (SBV (ATT (ATT (SBV ns) (VOB ni)))) |BT| (ATT (VOB (VOB ni))) |ET| |BV|4:1 6:1 8:1 |EV|
1 |BT| (SBV (ATT (ADV d) (CMP v) (VOB n) (RAD u)) (ATT (ATT (ATT ns)) (ATT b))) |BT| (ATT (ATT n)) |ET| |BV|4:1 6:1 8:1 |EV|
1 |BT| (HED (SBV ni) (ATT ns) (ATT (ATT nt)) (COO (WP wp) (ATT n) (WP wp)) (VOB (ADV (ATT (ATT (ATT m)) (ATT (ATT (ATT ns))))) (ADV (POB r)) (RAD u) (VOB (ATT (ATT ns)) (ATT v) (ATT v) (ATT a)) (WP wp) (COO (ADV c) (VOB (ATT (ATT ns)) (ATT (POB (ATT (ATT (VOB a)))) (RAD u))))) (WP wp)) |BT| (HED(SBV ni) (ATT ns) (COO nh) ) |ET| |BV|4:1 6:1 8:1 10:1 12:1 |EV|
1 |BT| (SBV (ATT (ATT ni) (ATT b)) (COO (WP wp)) (WP wp) (COO (ATT (ATT (ATT n)) (ATT b))) (RAD u)) |BT| (SBV(ATT(ATT ni) (ATT b) ) (COO nh) ) |ET| |BV|4:1 6:1 8:1 10:1 11:1 15:1 |EV|
-1 |BT| (HED (ADV (POB (SBV ni) (ADV ns) (ADV (ATT nt)) (CMP (WP wp) (ATT n) (WP wp)))) (SBV (ATT (ATT (ATT ns)) (ATT b) (COO (LAD v)))) (ADV nt) (ADV (POB r)) (WP wp) (VOB (ADV (POB (ATT (ADV (ATT n)) (ADV d) (RAD u)) (VOB (ATT nd) (COO (LAD c) (ATT (ADV d) (RAD u))))) (WP wp)) (SBV (ATT (ATT (COO (LAD c))) (RAD u)) (ATT (ADV a))) (VOB (ATT (RAD u)) (ATT v))) (WP wp)) |BT| (HED(ADV p) ) |ET| |BV|6:1 10:1 13:1 |EV|
-1 |BT| (HED (SBV r) (ADV ns) (ADV (ATT nt)) (COO (SBV (ATT n) (COO (WP wp)))) (WP wp) (VOB (SBV (ATT ni)) (ADV nt) (ADV d) (ADV (POB (ATT ns) (ATT n) (RAD u)) (POB (ATT v))) (RAD u) (VOB v) (WP wp) (COO (SBV ns) (VOB (ADV d) (VOB (ATT (POB ns) (RAD u)))))) (WP wp)) |BT| (HED(SBV r) (ADV ns) (COO(SBV(COO nh) ) ) ) |ET| |BV|6:1 9:1 10:1 |EV|
-1 |BT| (ATT (ATT (ATT (ATT n)) (ATT b)) (COO (WP wp) (ATT (ATT nz) (ATT b))) (COO (WP wp) (ATT (ATT a))) (COO (WP wp) (ATT (ATT (ATT (ATT n))))) (RAD u)) |BT| (ATT(ATT(ATT(ATT n) ) ) (COO nh) ) |ET| |BV|4:1 6:1 10:1 11:1 15:1 |EV|
-1 |BT| (VOB (SBV (ATT (SBV (ATT n) (ATT m)) (ADV (ADV d)) (VOB (ADV v) (RAD u))) (ATT (ATT (ATT ns) (ATT nz) (ATT i))) (COO (WP wp) (ATT (ATT m)) (ATT m))) (ADV (ADV d)) (VOB (ATT (ATT (ADV v) (RAD u)) (ATT (ATT (ATT n))) (RAD u)) (ATT (ATT m)))) |BT| (VOB(VOB(ATT nh) ) ) |ET| |BV|8:1 9:1 10:1 11:1 15:1 |EV|
1 |BT| (COO (WP wp) (ATT (ATT (ATT ni)) (ATT b))) |BT| (ATT (ATT j)) |ET| |BV|4:1 6:1 8:1 |EV|
-1 |BT| (HED (SBV r) (ADV ns) (ADV (ATT nt)) (VOB (ATT (ATT ni)) (COO (WP wp) (ATT (ATT r)))) (WP wp) (COO (WP wp) (VOB (SBV (ATT (ATT ni) (ATT b))) (ADV nt) (ADV (POB (ATT v) (ATT (VOB (ATT (ATT n) (ATT (ATT (ATT n)))))))) (WP wp) (VOB (SBV n) (VOB (ATT (RAD u)) (ATT n)) (WP wp) (COO (CMP a) (COO (CMP a) (VOB n)) (WP wp) (COO (ADV c) (ADV (POB (ATT (COO (LAD c)) (RAD u)) (ADV a))) (RAD u) (VOB (ATT a)) (WP wp) (COO (ADV c) (ADV d) (VOB (ATT (SBV r) (ADV (POB n)) (ADV (LAD u)) (RAD u)) (ATT n)))))))) (WP wp)) |BT| (HED(SBV r) (ADV ns) (COO(VOB(SBV nh) ) ) ) |ET| |BV|4:1 6:1 8:1 9:1 10:1 11:1 14:1 15:1 |EV|
1 |BT| (SBV (ATT ni) (ATT (ATT ns)) (ATT (ATT (WP wp) (ATT n) (WP wp)) (ATT ni) (COO (WP wp)))) |BT| (SBV(ATT(ATT nh) ) ) |ET| |BV|4:1 6:1 8:1 10:1 12:1 |EV|
