17	银行	银行	银行	n	n	_	_	12	12	VOB	VOB	_	_	_	A1	_	_
18	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_
19	它	它	它	r	r	_	_	22	22	SBV	SBV	_	_	_	_	A0	_
20	在	在	在	p	p	_	_	22	22	ADV	ADV	_	_	_	_	LOC	_
21	海内外	海内外	海内外	nl	nl	_	_	20	20	POB	POB	_	_	_	_	_	_
22	拥有	拥有	拥有	v	v	_	_	12	12	IC	IC	Y	_	_	_	_	_
23	较为	较为	较为	d	d	_	_	24	24	ADV	ADV	_	_	_	_	_	ADV
24	发达	发达	发达	a	a	_	_	25	25	DE	DE	Y	_	_	_	_	_
25	的	的	的	u	u	_	_	28	28	ATT	ATT	_	_	_	_	_	_
26	分支	分支	分支	n	n	_	_	27	27	ATT	ATT	_	_	_	_	_	_
27	机构	机构	机构	n	n	_	_	28	28	ATT	ATT	_	_	_	_	_	_
28	网络	网络	网络	n	n	_	_	22	22	VOB	VOB	_	_	_	_	A1	A0
29	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_

1	由于	由于	由于	c	c	_	_	6	6	CNJ	CNJ	_	_	_	_	_	PRP	PRP	_	_	PRP
2	机电	机电	机电	b	b	_	_	3	3	ATT	ATT	_	_	_	_	_	_	_	_	_	_
3	产品	产品	产品	n	n	_	_	4	4	ATT	ATT	_	_	_	_	_	_	_	_	_	_
4	出口	出口	出口	v	v	_	_	5	5	ATT	ATT	_	_	_	_	_	_	_	_	_	_
5	企业	企业	企业	n	n	_	_	6	6	ATT	ATT	_	_	A0	_	_	_	_	_	_	_
6	分布	分布	分布	v	v	_	_	0	0	HED	HED	Y	_	_	_	_	_	_	_	_	_
7	在	在	在	p	p	_	_	6	6	CMP	CMP	_	_	A1	_	_	_	_	_	_	_
8	全国	全国	全国	n	n	_	_	9	9	ATT	ATT	_	_	_	_	_	_	_	_	_	_
9	各地	各地	各地	r	r	_	_	7	7	POB	POB	_	_	_	_	_	_	_	_	_	_
10	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
11	而	而	而	c	c	_	_	33	33	CNJ	CNJ	_	_	_	_	_	_	_	_	_	_
12	进出口	进出口	进出口	v	v	_	_	13	13	ATT	ATT	_	_	_	_	_	_	_	_	_	_
13	银行	银行	银行	n	n	_	_	33	33	SBV	SBV	_	_	_	_	_	_	_	_	_	_
14	在	在	在	p	p	_	_	33	33	ADV	ADV	_	_	_	_	_	_	_	_	_	_
15	各地	各地	各地	r	r	_	_	16	16	DE	DE	_	_	_	_	_	_	_	_	_	_
16	的	的	的	u	u	_	_	26	26	ATT	ATT	_	_	_	_	_	_	_	_	_	_
17	分支	分支	分支	n	n	_	_	18	18	ATT	ATT	_	_	_	_	_	_	_	_	_	_
18	机构	机构	机构	n	n	_	_	19	19	ATT	ATT	_	_	_	A0	_	_	_	_	_	_
19	数量	数量	数量	n	n	_	_	20	20	SBV	SBV	_	_	_	C-A0	_	_	_	_	_	_
20	有限	有限	有限	a	a	_	_	26	26	ATT	ATT	Y	_	_	_	_	_	_	_	_	_
21	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
22	加之	加之	加之	c	c	_	_	23	23	CNJ	CNJ	_	_	_	_	DIS	_	_	_	_	_
23	缺少	缺少	缺少	v	v	_	_	20	20	VV	VV	Y	_	_	_	_	_	_	_	_	_
24	结算	结算	结算	v	v	_	_	23	23	VOB	VOB	_	_	_	_	A1	_	_	_	_	_
25	等	等	等	u	u	_	_	20	20	RAD	RAD	_	_	_	_	_	_	_	_	_	_
26	手段	手段	手段	n	n	_	_	14	14	POB	POB	_	_	_	_	_	_	_	_	_	_
27	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
28	这	这	这	r	r	_	_	33	33	ATT	ATT	_	_	_	_	_	A0	A0	_	_	A0
29	在	在	在	p	p	_	_	33	33	ADV	ADV	_	_	_	_	_	LOC	LOC	_	_	_
30	一定	一定	一定	b	b	_	_	31	31	ATT	ATT	_	_	_	_	_	_	_	_	_	_
31	程度	程度	程度	n	n	_	_	32	32	ATT	ATT	_	_	_	_	_	_	_	_	_	_
32	上	上	上	nd	nd	_	_	29	29	POB	POB	_	_	_	_	_	_	_	_	_	_
33	影响	影响	影响	v	v	_	_	40	40	ADV	ADV	Y	_	_	_	_	_	_	_	_	_
34	和	和	和	c	c	_	_	35	35	LAD	LAD	_	_	_	_	_	_	_	_	_	_
35	制约	制约	制约	v	v	_	_	33	33	COO	COO	Y	_	_	_	_	_	_	_	_	_
36	了	了	了	u	u	_	_	33	33	MT	MT	_	_	_	_	_	_	_	_	_	_
37	银行	银行	银行	n	n	_	_	33	33	COO	COO	_	_	_	_	_	_	_	A0	_	_
38	为	为	为	p	p	_	_	40	40	ADV	ADV	_	_	_	_	_	_	_	A2	_	_
39	企业	企业	企业	n	n	_	_	38	38	POB	POB	_	_	_	_	_	_	_	_	_	_
40	提供	提供	提供	v	v	_	_	6	6	VV	VV	Y	_	_	_	_	_	_	_	_	_
41	优质	优质	优质	b	b	_	_	44	44	ATT	ATT	_	_	_	_	_	_	_	_	_	_
42	高效	高效	高效	b	b	_	_	44	44	ATT	ATT	_	_	_	_	_	_	_	_	_	_
43	服务	服务	服务	v	v	_	_	44	44	ATT	ATT	_	_	_	_	_	_	_	A1	_	_
44	能力	能力	能力	n	n	_	_	45	45	DE	DE	_	_	_	_	_	_	_	MNR	_	_
45	的	的	的	u	u	_	_	46	46	ATT	ATT	_	_	_	_	_	_	_	_	_	_
46	发挥	发挥	发挥	v	v	_	_	40	40	VOB	VOB	_	_	_	_	_	A1	A1	_	_	_
47	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
48	也	也	也	d	d	_	_	56	56	ADV	ADV	_	_	_	_	_	_	_	_	_	ADV
49	给	给	给	p	p	_	_	56	56	ADV	ADV	_	_	_	_	_	_	_	_	_	_
50	政策性	政策性	政策性	n	n	_	_	51	51	ATT	ATT	_	_	_	_	_	_	_	_	_	_
51	银行	银行	银行	n	n	_	_	49	49	POB	POB	_	_	_	_	_	_	_	_	A0	_
52	加强	加强	加强	v	v	_	_	49	49	POB	POB	Y	_	_	_	_	_	_	_	_	_
53	信贷	信贷	信贷	n	n	_	_	54	54	ATT	ATT	_	_	_	_	_	_	_	_	_	_
54	资产	资产	资产	n	n	_	_	55	55	ATT	ATT	_	_	_	_	_	_	_	_	_	_
55	管理	管理	管理	v	v	_	_	52	52	VOB	VOB	_	_	_	_	_	_	_	_	A1	_
56	构成	构成	构成	v	v	_	_	40	40	VOB	VOB	Y	_	_	_	_	_	_	_	_	_
57	了	了	了	u	u	_	_	56	56	MT	MT	_	_	_	_	_	_	_	_	_	_
58	困难	困难	困难	a	a	_	_	56	56	VOB	VOB	_	_	_	_	_	_	_	_	_	A1
59	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_

1	借助	借助	借助	v	v	_	_	6	6	DE	DE	Y	_	_	_	_	_	_	A0	_
2	商业	商业	商业	n	n	_	_	3	3	ATT	ATT	_	_	_	_	_	_	_	_	_
3	银行	银行	银行	n	n	_	_	4	4	SBV	SBV	_	_	_	_	_	_	_	_	_
4	遍布	遍布	遍布	v	v	_	_	1	1	VV	VV	Y	_	_	_	_	_	_	_	_
5	全国	全国	全国	n	n	_	_	4	4	VOB	VOB	_	_	_	A1	_	_	_	_	_
6	的	的	的	u	u	_	_	10	10	ATT	ATT	_	_	_	_	_	_	_	_	_
7	营业性	营业性	营业性	b	b	_	_	10	10	ATT	ATT	_	_	_	_	_	_	_	_	_
8	分支	分支	分支	n	n	_	_	9	9	ATT	ATT	_	_	_	_	_	_	_	_	_
9	机构	机构	机构	n	n	_	_	10	10	ATT	ATT	_	_	_	_	_	_	_	_	_
10	网络	网络	网络	n	n	_	_	18	18	SBV	SBV	_	_	A1	A0	_	_	_	_	_
11	和	和	和	c	c	_	_	12	12	LAD	LAD	_	_	_	_	_	_	_	_	_
12	优势	优势	优势	n	n	_	_	10	10	COO	COO	_	_	_	_	_	_	_	_	_
13	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_
14	将	将	将	p	p	_	_	18	18	ADV	ADV	_	_	_	_	_	_	_	_	_
15	政策性	政策性	政策性	n	n	_	_	17	17	ATT	ATT	_	_	_	_	_	_	_	_	_
16	金融	金融	金融	n	n	_	_	17	17	ATT	ATT	_	_	_	_	_	_	_	_	_
17	业务	业务	业务	n	n	_	_	14	14	POB	POB	_	_	_	_	_	_	_	_	_
18	委托	委托	委托	v	v	_	_	24	24	SBV	SBV	Y	_	_	_	_	_	_	_	_
19	给	给	给	p	p	_	_	22	22	ADV	ADV	Y	_	_	_	_	_	_	_	_
20	商业	商业	商业	n	n	_	_	21	21	ATT	ATT	_	_	_	_	_	_	_	_	_
21	银行	银行	银行	n	n	_	_	19	19	POB	POB	_	_	_	_	A1	_	_	_	_
22	代理	代理	代理	v	v	_	_	18	18	VOB	VOB	Y	_	_	_	A2	_	_	_	_
23	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_
24	是	是	是	v	v	_	_	0	0	HED	HED	Y	_	_	_	_	_	_	_	_
25	缓解	缓解	缓解	v	v	_	_	28	28	DE	DE	Y	_	_	_	_	_	_	_	_
26	上述	上述	上述	b	b	_	_	27	27	ATT	ATT	_	_	_	_	_	_	_	_	_
27	问题	问题	问题	n	n	_	_	25	25	VOB	VOB	_	_	_	_	_	_	_	_	A1
28	的	的	的	u	u	_	_	32	32	ATT	ATT	_	_	_	_	_	_	_	_	_
29	一	一	一	m	m	_	_	30	30	QUN	QUN	_	_	_	_	_	_	_	_	_
30	条	条	条	q	q	_	_	32	32	ATT	ATT	_	_	_	_	_	_	_	_	_
31	有效	有效	有效	a	a	_	_	32	32	ATT	ATT	_	_	_	_	_	_	_	_	_
32	途径	途径	途径	n	n	_	_	24	24	VOB	VOB	_	_	_	_	_	_	_	A1	A0
33	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_

1	有鉴于此	有鉴于此	有鉴于此	i	i	_	_	11	11	ADV	ADV	Y	_	_	ADV	ADV	_	_	_	_	_
2	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
3	中国	中国	中国	ns	ns	_	_	5	5	ATT	ATT	_	_	_	_	_	_	_	_	_	_
4	进出口	进出口	进出口	v	v	_	_	5	5	ATT	ATT	_	_	_	_	_	_	_	_	_	_
5	银行	银行	银行	n	n	_	_	11	11	SBV	SBV	_	_	_	A0	A0	_	_	_	_	_
6	在	在	在	p	p	_	_	11	11	ADV	ADV	_	_	_	TMP	_	_	_	_	_	_
7	成立	成立	成立	v	v	_	_	8	8	DE	DE	_	_	_	_	_	_	_	_	_	_
8	之	之	之	u	u	_	_	9	9	ATT	ATT	_	_	_	_	_	_	_	_	_	_
9	初	初	初	n	n	_	_	6	6	POB	POB	_	_	_	_	_	_	_	_	_	_
10	即	即	即	d	d	_	_	11	11	ADV	ADV	_	_	_	ADV	_	_	_	_	_	_
11	开始	开始	开始	v	v	_	_	0	0	HED	HED	Y	_	_	_	_	_	_	_	_	_
12	了	了	了	u	u	_	_	11	11	MT	MT	_	_	_	_	_	_	_	_	_	_
13	与	与	与	p	p	_	_	17	17	DE	DE	_	_	_	_	_	_	_	_	_	_
14	国有	国有	国有	v	v	_	_	16	16	ATT	ATT	_	_	_	_	_	_	_	_	_	_
15	商业	商业	商业	n	n	_	_	16	16	ATT	ATT	_	_	_	_	_	_	_	_	_	_
16	银行	银行	银行	n	n	_	_	13	13	POB	POB	_	_	_	_	_	_	_	_	_	_
17	的	的	的	u	u	_	_	18	18	ATT	ATT	_	_	_	_	_	_	_	_	_	_
18	合作	合作	合作	v	v	_	_	11	11	VOB	VOB	_	_	_	A1	_	_	_	_	_	_
19	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
20	并	并	并	c	c	_	_	24	24	CNJ	CNJ	_	_	_	_	_	_	_	_	_	_
21	最先	最先	最先	d	d	_	_	24	24	ADV	ADV	_	_	_	_	ADV	_	_	_	_	_
22	与	与	与	p	p	_	_	24	24	ADV	ADV	_	_	_	_	A0	_	_	_	_	_
23	中国银行	中国银行	中国银行	ni	ni	_	_	22	22	POB	POB	_	_	_	_	_	_	_	_	_	_
24	签署	签署	签署	v	v	_	_	11	11	VV	VV	Y	_	_	_	_	_	_	_	_	_
25	了	了	了	u	u	_	_	24	24	MT	MT	_	_	_	_	_	_	_	_	_	_
26	《	《	《	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
27	委托	委托	委托	v	v	_	_	24	24	VV	VV	_	_	_	_	_	_	_	_	_	_
28	代理	代理	代理	v	v	_	_	29	29	ATT	ATT	_	_	_	_	_	_	_	_	_	_
29	协议	协议	协议	n	n	_	_	27	27	VOB	VOB	_	_	_	_	A1	_	_	_	_	_
30	》	》	》	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
31	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
32	三	三	三	m	m	_	_	33	33	QUN	QUN	_	_	_	_	_	_	_	_	_	_
33	年	年	年	q	q	_	_	34	34	ATT	ATT	_	_	_	_	_	_	_	_	_	_
34	来	来	来	nd	nd	_	_	38	38	DE	DE	_	_	_	_	_	TMP	_	_	_	_
35	两	两	两	m	m	_	_	36	36	QUN	QUN	_	_	_	_	_	_	_	_	_	_
36	行	行	行	q	q	_	_	37	37	ATT	ATT	_	_	_	_	_	_	_	_	_	_
37	间	间	间	nd	nd	_	_	38	38	DE	DE	_	_	_	_	_	_	_	_	_	_
38	的	的	的	u	u	_	_	39	39	ATT	ATT	_	_	_	_	_	_	_	_	_	_
39	委托	委托	委托	v	v	_	_	27	27	VOB	VOB	_	_	_	_	_	_	_	_	_	_
40	代理	代理	代理	v	v	_	_	41	41	ATT	ATT	_	_	_	_	_	_	_	_	_	_
41	业务	业务	业务	n	n	_	_	39	39	VOB	VOB	_	_	_	_	_	A0	_	_	_	_
42	开展	开展	开展	v	v	_	_	39	39	VV	VV	_	_	_	_	_	C-A0	_	_	_	_
43	顺利	顺利	顺利	a	a	_	_	42	42	CMP	CMP	Y	_	_	_	_	_	_	_	_	_
44	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
45	在	在	在	p	p	_	_	67	67	ADV	ADV	_	_	_	_	_	_	_	LOC	_	_
46	中国	中国	中国	ns	ns	_	_	48	48	ATT	ATT	_	_	_	_	_	_	_	_	_	_
47	进出口	进出口	进出口	v	v	_	_	48	48	ATT	ATT	_	_	_	_	_	_	_	_	_	_
48	银行	银行	银行	n	n	_	_	50	50	SBV	SBV	_	_	_	_	_	_	A0	_	_	_
49	累计	累计	累计	v	v	_	_	50	50	ADV	ADV	_	_	_	_	_	_	ADV	_	_	_
50	为	为	为	v	v	_	_	53	53	ADV	ADV	_	_	_	_	_	_	A2	_	_	_
51	出口	出口	出口	v	v	_	_	52	52	ATT	ATT	_	_	_	_	_	_	_	_	_	_
52	企业	企业	企业	n	n	_	_	50	50	VOB	VOB	_	_	_	_	_	_	_	_	_	_
53	提供	提供	提供	v	v	_	_	54	54	DE	DE	Y	_	_	_	_	_	_	_	_	_
54	的	的	的	u	u	_	_	57	57	ATT	ATT	_	_	_	_	_	_	_	_	_	_
55	三百二十六亿	三百二十六亿	三百二十六亿	m	m	_	_	56	56	QUN	QUN	_	_	_	_	_	_	_	_	_	_
56	元	元	元	q	q	_	_	57	57	ATT	ATT	_	_	_	_	_	_	_	_	_	_
57	人民币	人民币	人民币	n	n	_	_	58	58	ATT	ATT	_	_	_	_	_	_	_	_	_	_
58	出口	出口	出口	v	v	_	_	61	61	ATT	ATT	_	_	_	_	_	_	_	_	_	_
59	卖方	卖方	卖方	n	n	_	_	60	60	ATT	ATT	_	_	_	_	_	_	_	_	_	_
60	信贷	信贷	信贷	n	n	_	_	58	58	VOB	VOB	_	_	_	_	_	_	A1	_	_	_
61	中	中	中	nd	nd	_	_	45	45	POB	POB	_	_	_	_	_	_	_	_	_	_
62	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_
63	近	近	近	a	a	_	_	64	64	ATT	ATT	_	_	_	_	_	_	_	_	_	_
64	百分之七十	百分之七十	百分之七十	m	m	_	_	65	65	DE	DE	_	_	_	_	_	_	_	_	_	_
65	的	的	的	u	u	_	_	66	66	ATT	ATT	_	_	_	_	_	_	_	_	_	_
66	贷款	贷款	贷款	n	n	_	_	67	67	SBV	SBV	_	_	_	_	_	_	_	A0	_	_
67	是	是	是	v	v	_	_	42	42	IC	IC	Y	_	_	_	_	_	_	_	_	_
68	通过	通过	通过	p	p	_	_	74	74	ADV	ADV	_	_	_	_	_	_	_	_	MNR	_
69	中国银行	中国银行	中国银行	ni	ni	_	_	70	70	ATT	ATT	_	_	_	_	_	_	_	_	_	_
70	总行	总行	总行	n	n	_	_	68	68	POB	POB	_	_	_	_	_	_	_	_	_	_
71	及其	及其	及其	c	c	_	_	73	73	LAD	LAD	_	_	_	_	_	_	_	_	_	_
72	分支	分支	分支	n	n	_	_	73	73	ATT	ATT	_	_	_	_	_	_	_	_	_	_
73	机构	机构	机构	n	n	_	_	70	70	COO	COO	_	_	_	_	_	_	_	_	_	_
74	拨付	拨付	拨付	v	v	_	_	67	67	VOB	VOB	Y	_	_	_	_	_	_	_	_	_
75	到	到	到	v	v	_	_	74	74	CMP	CMP	Y	_	_	_	_	_	_	_	_	_
76	企业	企业	企业	n	n	_	_	77	77	DE	DE	_	_	_	_	_	_	_	_	A2	_
77	的	的	的	u	u	_	_	67	67	MT	MT	_	_	_	_	_	_	_	A1	_	_
78	。	。	。	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_	_	_	_	_	_	_

1	仅	仅	仅	d	d	_	_	5	5	ATT	ATT	_	_	_	_
2	今年	今年	今年	nt	nt	_	_	3	3	ATT	ATT	_	_	_	_
3	前	前	前	nd	nd	_	_	5	5	ATT	ATT	_	_	_	_
4	十一个	十一个	十一个	m	m	_	_	5	5	QUN	QUN	_	_	_	_
5	月	月	月	n	n	_	_	23	23	ADV	ADV	_	_	TMP	_
6	，	，	，	wp	wp	_	_	0	0	PUN	PUN	_	_	_	_
7	中国	中国	中国	ns	ns	_	_	9	9	ATT	ATT	_	_	_	_
8	进出口	进出口	进出口	v	v	_	_	9	9	ATT	ATT	_	_	_	_
9	银行	银行	银行	n	n	_	_	23	23	SBV	SBV	_	_	A0	_
10	就	就	就	d	d	_	_	23	23	ADV	ADV	_	_	ADV	_
11	与	与	与	p	p	_	_	23	23	ADV	ADV	_	_	A0	_
12	中国银行	中国银行	中国银行	ni	ni	_	_	13	13	ATT	ATT	_	_	_	_
13	系统	系统	系统	n	n	_	_	14	14	DE	DE	_	_	_	_
14	的	的	的	u	u	_	_	17	17	ATT	ATT	_	_	_	_
15	十七	十七	十七	m	m	_	_	16	16	QUN	QUN	_	_	_	_
16	家	家	家	q	q	_	_	17	17	ATT	ATT	_	_	_	_
17	分行	分行	分行	n	n	_	_	18	18	SBV	SBV	_	_	_	_
18	签订	签订	签订	v	v	_	_	11	11	POB	POB	Y	_	_	_
